 2.95000000e+02 4.67000000e-04 1.43913057e-10 2.44835270e-12 5.07985638e-01
 3.07800000e+02 4.66999289e-04 1.00996868e-07 1.15748470e-09 5.43856543e-01
 3.20550000e+02 4.66958105e-04 1.17578051e-06 5.64270479e-09 5.85014895e-01
 3.33850000e+02 4.66281126e-04 9.18142992e-06 8.48928383e-09 6.35369115e-01
 3.47700000e+02 4.61657138e-04 5.25398522e-05 8.95340312e-09 6.99620783e-01
 3.62100000e+02 4.40011320e-04 2.48280569e-04 8.96446440e-09 7.91876989e-01
 3.77100000e+02 3.61668384e-04 9.55499094e-04 8.96446771e-09 9.77164565e-01
 3.92750000e+02 1.97776946e-04 2.43176168e-03 8.96446771e-09 1.71513162e+00
 4.09050000e+02 1.13594833e-04 3.18835359e-03 8.96446771e-09 7.34249768e+00
 4.26000000e+02 1.59124220e-04 2.77933691e-03 8.96446771e-09 9.58000351e+00
 4.43650000e+02 2.39743063e-04 2.05445017e-03 8.96446771e-09 8.61921342e+00
 4.62050000e+02 3.74543435e-04 8.40553814e-04 8.96446771e-09 6.39975346e+00
 4.81000000e+02 4.67681217e-04 -3.92422259e-27 8.96446771e-09 1.18470069e+01
 5.00000000e+02 4.67681217e-04 -3.92422259e-27 8.96446771e-09 NaN
 5.20000000e+02 4.67681217e-04 -3.92422259e-27 8.96446771e-09 NaN
