 2.95000000e+02 4.67000000e-04 9.16309021e-11 1.48288226e-12 5.17056810e-01
 3.07800000e+02 4.66999668e-04 4.85993372e-08 5.34446706e-10 5.53568179e-01
 3.20550000e+02 4.66982694e-04 4.82763383e-07 2.31446841e-09 5.95454730e-01
 3.33850000e+02 4.66717177e-04 3.52280797e-06 3.29293607e-09 6.46565441e-01
 3.47700000e+02 4.64936219e-04 2.00906735e-05 3.43220427e-09 7.10686549e-01
 3.62100000e+02 4.56422767e-04 9.70828521e-05 3.43574716e-09 7.96262658e-01
 3.77100000e+02 4.22281540e-04 4.05498514e-04 3.43575028e-09 9.32468303e-01
 3.92750000e+02 3.19652272e-04 1.33145772e-03 3.43575028e-09 1.26695659e+00
 4.09050000e+02 1.70800321e-04 2.67142555e-03 3.43575028e-09 3.07205098e+00
 4.26000000e+02 1.51662224e-04 2.84344477e-03 3.43575028e-09 1.26511509e+01
 4.43650000e+02 2.25273803e-04 2.18158102e-03 3.43575028e-09 1.21548175e+01
 4.62050000e+02 3.40044600e-04 1.14833575e-03 3.43575028e-09 9.77538845e+00
 4.81000000e+02 4.33486405e-04 3.05410732e-04 3.43575028e-09 2.43507265e+01
 5.00000000e+02 4.67311378e-04 -5.00383404e-25 3.43575028e-09 NaN
 5.20000000e+02 4.67311378e-04 -5.00383404e-25 3.43575028e-09 NaN
