 3.00000000e+02 4.65999994e-04 4.65999999e-04 4.65999999e-04 4.66000000e-04 4.66000000e-04
 3.07800000e+02 4.65996651e-04 4.65999427e-04 4.65999775e-04 4.65999914e-04 4.65999969e-04
 3.20550000e+02 4.65928825e-04 4.65989950e-04 4.65996439e-04 4.65998790e-04 4.65999606e-04
 3.33850000e+02 4.65192826e-04 4.65886862e-04 4.65959772e-04 4.65986206e-04 4.65995452e-04
 3.47700000e+02 4.60743701e-04 4.65254839e-04 4.65732264e-04 4.65906715e-04 4.65968513e-04
 3.62100000e+02 4.40155272e-04 4.62217485e-04 4.64629993e-04 4.65518731e-04 4.65835935e-04
 3.77100000e+02 3.64981288e-04 4.49464209e-04 4.59921992e-04 4.63848387e-04 4.65262432e-04
 3.92750000e+02 2.03716098e-04 4.04202323e-04 4.42142684e-04 4.57387445e-04 4.63023186e-04
 4.09050000e+02 1.14986073e-04 2.92370224e-04 3.87290934e-04 4.35616907e-04 4.55226352e-04
 4.26000000e+02 1.59219899e-04 1.82711296e-04 2.80599222e-04 3.78569379e-04 4.32274463e-04
 4.43650000e+02 2.39963487e-04 2.14175899e-04 2.24329672e-04 2.96094334e-04 3.83457509e-04
 4.62050000e+02 3.75675261e-04 3.20617401e-04 3.04523582e-04 2.99101249e-04 3.41455193e-04
 4.81250000e+02 4.66212387e-04 4.66022955e-04 4.66007023e-04 4.32907044e-04 4.05370964e-04
 5.01200000e+02 4.66213774e-04 4.66023175e-04 4.66007107e-04 4.66002162e-04 4.66000654e-04
 5.21950000e+02 4.66215000e-04 4.66023370e-04 4.66007181e-04 4.66002190e-04 4.66000663e-04
 5.43600000e+02 4.66216088e-04 4.66023542e-04 4.66007247e-04 4.66002214e-04 4.66000672e-04
