 2.95000000e+02 4.67000000e-04 2.58402945e-13 4.49392269e-15 5.43367345e-01
 3.07800000e+02 4.66999678e-04 2.91287019e-09 3.55988086e-11 6.10879122e-01
 3.20550000e+02 4.66996609e-04 3.06473739e-08 2.82640624e-10 6.68069646e-01
 3.33850000e+02 4.66990667e-04 8.43506576e-08 2.94034272e-10 8.86848705e-01
 3.47700000e+02 4.66943307e-04 5.12385937e-07 2.37812143e-10 1.75483281e+00
 3.62100000e+02 4.66664842e-04 3.02914416e-06 2.34585855e-10 3.24590093e+00
 3.77100000e+02 4.65400878e-04 1.44526317e-05 2.34536883e-10 5.48074120e+00
 3.92750000e+02 4.60407405e-04 5.95802328e-05 2.34536801e-10 8.79229511e+00
 4.09050000e+02 4.43295629e-04 2.14193898e-04 2.34536801e-10 1.34806784e+01
 4.26000000e+02 3.96523701e-04 6.36558386e-04 2.34536801e-10 1.93877663e+01
 4.43650000e+02 3.19707586e-04 1.32945706e-03 2.34536801e-10 2.47708832e+01
 4.62050000e+02 3.06641041e-04 1.44722463e-03 2.34536723e-10 2.54357465e+01
 4.81000000e+02 4.20126816e-04 4.23459818e-04 1.46826583e-10 1.84306137e+01
 5.00000000e+02 4.66998173e-04 1.65088631e-08 7.32851026e-15 1.60691446e+01
 5.20000000e+02 4.67000000e-04 4.89186457e-17 6.99925455e-24 2.54367549e+01
