 2.95000000e+02 4.66992654e-04 6.63959987e-08 9.37407640e-10 5.81929109e-01
 3.07800000e+02 4.66988575e-04 1.03257683e-07 1.17320355e-09 6.21521961e-01
 3.20550000e+02 4.66983317e-04 1.50778817e-07 6.87961522e-10 8.29409543e-01
 3.33850000e+02 4.66923353e-04 6.92733745e-07 6.56619829e-10 1.39307890e+00
 3.47700000e+02 4.66567272e-04 3.91097056e-06 6.51908914e-10 2.51387609e+00
 3.62100000e+02 4.64841975e-04 1.95038242e-05 6.51751956e-10 4.30723587e+00
 3.77100000e+02 4.57507148e-04 8.57889053e-05 6.51750568e-10 7.06256366e+00
 3.92750000e+02 4.30360129e-04 3.31041042e-04 6.51750567e-10 1.10848877e+01
 4.09050000e+02 3.52378213e-04 1.03487810e-03 6.51750567e-10 1.62141698e+01
 4.26000000e+02 2.31908041e-04 2.12025296e-03 6.51750567e-10 2.05812888e+01
 4.43650000e+02 2.13298624e-04 2.28770406e-03 6.51750370e-10 2.10709787e+01
 4.62050000e+02 3.11462302e-04 1.40377429e-03 5.84986745e-10 1.78629010e+01
 4.81000000e+02 4.42002300e-04 2.25877845e-04 8.90735170e-11 1.77900410e+01
 5.00000000e+02 4.66999997e-04 3.12956845e-11 1.08795203e-17 1.73731143e+01
 5.20000000e+02 4.67000000e-04 3.17065773e-17 4.32917057e-24 2.57685675e+01
