 2.95000000e+02 4.66982436e-04 1.58747166e-07 2.22674873e-09 5.83115801e-01
 3.07800000e+02 4.66966209e-04 3.05399690e-07 3.35037289e-09 6.28763154e-01
 3.20550000e+02 4.66941188e-04 5.31541790e-07 2.46278734e-09 8.22095033e-01
 3.33850000e+02 4.66732715e-04 2.41571022e-06 2.23435366e-09 1.40573768e+00
 3.47700000e+02 4.65507298e-04 1.34908360e-05 2.22849012e-09 2.52151927e+00
 3.62100000e+02 4.59637541e-04 6.65373775e-05 2.22812650e-09 4.30337554e+00
 3.77100000e+02 4.35511211e-04 2.84514281e-04 2.22812175e-09 6.99011982e+00
 3.92750000e+02 3.56956861e-04 9.93580241e-04 2.22812174e-09 1.06121623e+01
 4.09050000e+02 2.11316509e-04 2.30553620e-03 2.22812174e-09 1.40482469e+01
 4.26000000e+02 1.54421892e-04 2.81711820e-03 2.22812174e-09 1.49959939e+01
 4.43650000e+02 2.21882424e-04 2.21047237e-03 2.16156912e-09 1.36474678e+01
 4.62050000e+02 3.23128644e-04 1.29861879e-03 1.06775570e-09 1.41153479e+01
 4.81000000e+02 4.48841669e-04 1.64087821e-04 7.86083820e-11 1.67431081e+01
 5.00000000e+02 4.66999999e-04 6.69876793e-12 2.42685100e-18 1.71250192e+01
 5.20000000e+02 4.67000000e-04 2.86941170e-17 4.13480864e-24 2.53821757e+01
