 2.95000000e+02 4.66999998e-04 1.46438476e-11 2.14869172e-13 5.74977276e-01
 3.07800000e+02 4.66999633e-04 3.31790408e-09 3.97018601e-11 6.14831105e-01
 3.20550000e+02 4.66998408e-04 1.43929050e-08 9.52536464e-11 7.41382658e-01
 3.33850000e+02 4.66991758e-04 7.44895955e-08 1.03445435e-10 1.20409873e+00
 3.47700000e+02 4.66942714e-04 5.17751706e-07 9.95374674e-11 2.38462394e+00
 3.62100000e+02 4.66686683e-04 2.83174365e-06 9.93863340e-11 4.23504508e+00
 3.77100000e+02 4.65563820e-04 1.29800106e-05 9.93848843e-11 7.04370015e+00
 3.92750000e+02 4.61181732e-04 5.25826611e-05 9.93848832e-11 1.12370546e+01
 4.09050000e+02 4.46147289e-04 1.88431015e-04 9.93848832e-11 1.72044722e+01
 4.26000000e+02 4.04316606e-04 5.66210903e-04 9.93848832e-11 2.48274997e+01
 4.43650000e+02 3.30967718e-04 1.22794824e-03 9.93848832e-11 3.21256246e+01
 4.62050000e+02 3.07582378e-04 1.43874138e-03 9.93848832e-11 3.38245297e+01
 4.81000000e+02 4.11155467e-04 5.04467527e-04 7.62818744e-11 2.43582416e+01
 5.00000000e+02 4.66994034e-04 5.39237071e-08 1.19737176e-14 2.01460777e+01
 5.20000000e+02 4.67000000e-04 8.74454646e-17 5.79698392e-24 3.29535660e+01
