 2.95000000e+02 4.66999978e-04 2.02714991e-10 3.87132544e-12 4.98914470e-01
 3.07800000e+02 4.66982302e-04 1.59959117e-07 2.41814790e-09 5.34148613e-01
 3.20550000e+02 4.66878778e-04 1.09562993e-06 1.08888514e-08 5.74589556e-01
 3.33850000e+02 4.66765517e-04 2.11922270e-06 8.04598365e-09 6.23862949e-01
 3.47700000e+02 4.63528612e-04 3.13740553e-05 9.66567578e-09 6.86339568e-01
 3.62100000e+02 4.42490031e-04 2.21475168e-04 9.71919593e-09 7.76277359e-01
 3.77100000e+02 3.60580625e-04 9.60902708e-04 9.71922221e-09 9.60960535e-01
 3.92750000e+02 1.90892531e-04 2.48927879e-03 9.71922221e-09 1.73285465e+00
 4.09050000e+02 1.12133507e-04 3.19708086e-03 9.71922221e-09 7.55510033e+00
 4.26000000e+02 1.31222560e-04 3.02570022e-03 9.71922221e-09 1.17946983e+02
 4.43650000e+02 1.97490285e-04 2.43164816e-03 9.71922221e-09 6.34567561e+01
 4.62050000e+02 2.86670617e-04 1.62981863e-03 9.71922221e-09 8.19999292e+01
 4.81000000e+02 4.04810762e-04 5.64910415e-04 9.71922221e-09 2.90445109e+02
 5.00000000e+02 4.67392433e-04 -5.67838876e-25 9.71922221e-09 NaN
 5.20000000e+02 4.67392433e-04 -5.67838876e-25 9.71922221e-09 NaN
