 2.95000000e+02 4.66985058e-04 1.35051362e-07 2.04502917e-09 5.36109270e-01
 3.07800000e+02 4.66985959e-04 1.26905166e-07 1.45288478e-09 5.73966087e-01
 3.20550000e+02 4.66990391e-04 8.68487578e-08 6.24112067e-10 6.17390310e-01
 3.33850000e+02 4.66941210e-04 5.31342569e-07 7.56681684e-10 6.70306691e-01
 3.47700000e+02 4.66577753e-04 3.81627495e-06 7.66846979e-10 7.36134952e-01
 3.62100000e+02 4.64717854e-04 2.06257751e-05 7.67008014e-10 8.20713697e-01
 3.77100000e+02 4.56700815e-04 9.30759844e-05 7.67008172e-10 9.37219972e-01
 3.92750000e+02 4.27027119e-04 3.61146278e-04 7.67008172e-10 1.12729810e+00
 4.09050000e+02 3.43501749e-04 1.11493768e-03 7.67008172e-10 1.58622616e+00
 4.26000000e+02 2.22773617e-04 2.20247302e-03 7.67008172e-10 3.88041940e+00
 4.43650000e+02 2.12998700e-04 2.29042245e-03 7.67008172e-10 1.92989440e+01
 4.62050000e+02 2.86221030e-04 1.63209975e-03 7.67008172e-10 9.48198213e+01
 4.81000000e+02 4.04385442e-04 5.67044408e-04 7.67008172e-10 3.78080666e+02
 5.00000000e+02 4.67197160e-04 -4.53480744e-26 7.67008172e-10 NaN
 5.20000000e+02 4.67197160e-04 -4.53480744e-26 7.67008172e-10 NaN
