 2.95000000e+02 4.66999467e-04 4.81839809e-09 8.71728307e-11 5.07985739e-01
 3.07800000e+02 4.66960577e-04 3.56322996e-07 4.82963107e-09 5.43865347e-01
 3.20550000e+02 4.66840879e-04 1.43814871e-06 1.02503400e-08 5.85047029e-01
 3.33850000e+02 4.64991147e-04 1.81559463e-05 1.54485923e-08 6.35804982e-01
 3.47700000e+02 4.49824454e-04 1.55211192e-04 1.61101786e-08 7.04814555e-01
 3.62100000e+02 3.79401680e-04 7.91095841e-04 1.61152481e-08 8.33202041e-01
 3.77100000e+02 2.02420655e-04 2.38559483e-03 1.61152481e-08 1.30266588e+00
 3.92750000e+02 8.35341961e-05 3.45386503e-03 1.61152481e-08 5.34490093e+00
 4.09050000e+02 8.61739649e-05 3.43017478e-03 1.61152481e-08 2.51780815e+02
 4.26000000e+02 1.35384360e-04 2.98901056e-03 1.61152481e-08 4.18669761e+01
 4.43650000e+02 2.02466277e-04 2.38775755e-03 1.61152481e-08 3.52315268e+01
 4.62050000e+02 2.82662725e-04 1.66676684e-03 1.61152481e-08 2.28456686e+02
 4.81000000e+02 4.03734001e-04 5.75526705e-04 1.61152481e-08 5.30156793e+02
 5.00000000e+02 4.67497532e-04 -3.59909847e-24 1.61152481e-08 NaN
 5.20000000e+02 4.67497532e-04 -3.59909847e-24 1.61152481e-08 NaN
