0.47355,1.194489
0.9744,1.194489
2.0371,1.191733
3.9304,1.188059
8.214,1.177956
12.061,1.165096
19.175,1.138459
22.14,1.128356
27.686,1.109985
36.304,1.078756
43.261,1.058548
52.36,1.029156
61.4,1.00803
74.29,0.972207
85.73,0.951081
107.08,0.910667
121.6,0.889541
144.81,0.855556
169.8,0.83443
192.85,0.815141
237.27,0.792178
311.34,0.774726
449.6,0.749007
800,0.730637
1401.1,0.714104
1839.9,0.711348
3173,0.707674
5383.6,0.698489
6739,0.698489
9743,0.695733
