 1.00000000e-01 8.80000000e-04
 1.25892541e-01 8.80000000e-04
 1.58489319e-01 8.80000000e-04
 1.99526231e-01 8.80000000e-04
 2.51188643e-01 8.80000000e-04
 3.16227766e-01 8.80000000e-04
 3.98107171e-01 8.80000000e-04
 5.01187234e-01 8.80000000e-04
 6.30957344e-01 8.80000000e-04
 7.94328235e-01 8.80000000e-04
 1.00000000e+00 8.80000000e-04
 1.25892541e+00 8.79999999e-04
 1.58489319e+00 8.79999999e-04
 1.99526231e+00 8.79999998e-04
 2.51188643e+00 8.79999997e-04
 3.16227766e+00 8.79999995e-04
 3.98107171e+00 8.79999992e-04
 5.01187234e+00 8.79999987e-04
 6.30957344e+00 8.79999981e-04
 7.94328235e+00 8.79999970e-04
 1.00000000e+01 8.79999954e-04
 1.25892541e+01 8.79999925e-04
 1.58489319e+01 8.79999877e-04
 1.99526231e+01 8.79999792e-04
 2.51188643e+01 8.79999642e-04
 3.16227766e+01 8.79999372e-04
 3.98107171e+01 8.79998884e-04
 5.01187234e+01 8.79998000e-04
 6.30957344e+01 8.79996396e-04
 7.94328235e+01 8.79993484e-04
 1.00000000e+02 8.79988207e-04
 1.25892541e+02 8.79978657e-04
 1.58489319e+02 8.79961397e-04
 1.99526231e+02 8.79930264e-04
 2.51188643e+02 8.79874198e-04
 3.16227766e+02 8.79773411e-04
 3.98107171e+02 8.79592542e-04
 5.01187234e+02 8.79268560e-04
 6.30957344e+02 8.78689483e-04
 7.94328235e+02 8.77657354e-04
 1.00000000e+03 8.75825227e-04
 1.25892541e+03 8.72593717e-04
 1.58489319e+03 8.66952684e-04
 1.99526231e+03 8.57269724e-04
 2.51188643e+03 8.41084036e-04
 3.16227766e+03 8.15072844e-04
 3.98107171e+03 7.75428742e-04
 5.01187234e+03 7.18705415e-04
 6.30957344e+03 6.42866762e-04
 7.94328235e+03 5.48458659e-04
 1.00000000e+04 4.40046056e-04
 1.25892541e+04 3.27032653e-04
 1.58489319e+04 2.21937092e-04
 1.99526231e+04 1.38343126e-04
 2.51188643e+04 8.23190275e-05
 3.16227766e+04 5.17153502e-05
 3.98107171e+04 3.85579303e-05
 5.01187234e+04 3.43098511e-05
 6.30957344e+04 3.34175610e-05
 7.94328235e+04 3.33185364e-05
 1.00000000e+05 3.33169305e-05
 1.25892541e+05 3.33178589e-05
 1.58489319e+05 3.33183885e-05
 1.99526231e+05 3.33198246e-05
 2.51188643e+05 3.33215069e-05
 3.16227766e+05 3.33232939e-05
 3.98107171e+05 3.33249184e-05
 5.01187234e+05 3.33258361e-05
 6.30957344e+05 3.33252980e-05
 7.94328235e+05 3.33223602e-05
 1.00000000e+06 3.33159186e-05
 1.25892541e+06 3.33048959e-05
 1.58489319e+06 3.32883083e-05
 1.99526231e+06 3.32653687e-05
 2.51188643e+06 3.32356141e-05
 3.16227766e+06 3.31989108e-05
 3.98107171e+06 3.31553057e-05
 5.01187234e+06 3.31048123e-05
 6.30957344e+06 3.30474145e-05
 7.94328235e+06 3.29832432e-05
 1.00000000e+07 3.29088726e-05
 1.25892541e+07 3.28326655e-05
 1.58489319e+07 3.27545897e-05
 1.99526231e+07 3.26731244e-05
 2.51188643e+07 3.25881155e-05
 3.16227766e+07 3.25089334e-05
 3.98107171e+07 3.24338114e-05
 5.01187234e+07 3.23596689e-05
 6.30957344e+07 3.22926461e-05
 7.94328235e+07 3.22293872e-05
 1.00000000e+08 3.21688674e-05
 1.25892541e+08 3.21145009e-05
 1.58489319e+08 3.20624778e-05
 1.99526231e+08 3.20141161e-05
 2.51188643e+08 3.19705849e-05
 3.16227766e+08 3.19282911e-05
 3.98107171e+08 3.18900258e-05
 5.01187234e+08 3.18551083e-05
 6.30957344e+08 3.18212201e-05
 7.94328235e+08 3.17910431e-05
 1.00000000e+09 3.17627080e-05
